# WebDab output on Tue Mar 18 17:53:47 2025
# Datasource: EMEP/CEIP 2025, Emissions as used in EMEP models
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR14/NFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
MT;2019;NATIONAL TOTAL;PMcoarse;Gg;1.113118289
LU;2019;NATIONAL TOTAL;PMcoarse;Gg;0.620549622
NL;2019;NATIONAL TOTAL;PMcoarse;Gg;13.14011004
TR;2019;NATIONAL TOTAL;PMcoarse;Gg;158.6699024
TJ;2019;NATIONAL TOTAL;PMcoarse;Gg;4.817840364
CY;2019;NATIONAL TOTAL;PMcoarse;Gg;1.053231569
ES;2019;NATIONAL TOTAL;PMcoarse;Gg;81.44520213
FI;2019;NATIONAL TOTAL;PMcoarse;Gg;13.40320713
NOA;2019;NATIONAL TOTAL;PMcoarse;Gg;116.036549
MK;2019;NATIONAL TOTAL;PMcoarse;Gg;4.940184503
RUE;2019;NATIONAL TOTAL;PMcoarse;Gg;48.91303569
CZ;2019;NATIONAL TOTAL;PMcoarse;Gg;15.20146834
UZ;2019;NATIONAL TOTAL;PMcoarse;Gg;19.99393899
AST;2019;NATIONAL TOTAL;PMcoarse;Gg;739.5450849
SI;2019;NATIONAL TOTAL;PMcoarse;Gg;2.662960354
ME;2019;NATIONAL TOTAL;PMcoarse;Gg;1.193894192
HR;2019;NATIONAL TOTAL;PMcoarse;Gg;11.38075375
PL;2019;NATIONAL TOTAL;PMcoarse;Gg;103.6358062
DE;2019;NATIONAL TOTAL;PMcoarse;Gg;103.883787
BE;2019;NATIONAL TOTAL;PMcoarse;Gg;10.5072288
GR;2019;NATIONAL TOTAL;PMcoarse;Gg;22.20686572
SE;2019;NATIONAL TOTAL;PMcoarse;Gg;26.3579032
RO;2019;NATIONAL TOTAL;PMcoarse;Gg;37.56137985
FR;2019;NATIONAL TOTAL;PMcoarse;Gg;85.96971688
AT;2019;NATIONAL TOTAL;PMcoarse;Gg;14.48949533
SK;2019;NATIONAL TOTAL;PMcoarse;Gg;6.027420636
EE;2019;NATIONAL TOTAL;PMcoarse;Gg;5.0409592
CY;2019;NATIONAL TOTAL;SOx;Gg;15.87417501
LI;2019;NATIONAL TOTAL;SOx;Gg;0.006746956
AZ;2019;NATIONAL TOTAL;SOx;Gg;63.20745121
FR;2019;NATIONAL TOTAL;SOx;Gg;100.7086673
MT;2019;NATIONAL TOTAL;SOx;Gg;0.190798289
KG;2019;NATIONAL TOTAL;SOx;Gg;60.2902783
RU;2019;NATIONAL TOTAL;SOx;Gg;883.8188616
BA;2019;NATIONAL TOTAL;SOx;Gg;394.0481552
GR;2019;NATIONAL TOTAL;SOx;Gg;80.43420912
TR;2019;NATIONAL TOTAL;SOx;Gg;1048.785486
NL;2019;NATIONAL TOTAL;SOx;Gg;22.91436108
DK;2019;NATIONAL TOTAL;SOx;Gg;8.950988893
RO;2019;NATIONAL TOTAL;SOx;Gg;85.95741995
NOS;2019;NATIONAL TOTAL;SOx;Gg;32.28610956
CZ;2019;NATIONAL TOTAL;SOx;Gg;79.09035244
ES;2019;NATIONAL TOTAL;SOx;Gg;150.92255
RUE;2019;NATIONAL TOTAL;SOx;Gg;593.9738578
MED;2019;NATIONAL TOTAL;SOx;Gg;749.157733
BY;2019;NATIONAL TOTAL;SOx;Gg;50.3139965
DE;2019;NATIONAL TOTAL;SOx;Gg;258.5966603
UZ;2019;NATIONAL TOTAL;SOx;Gg;227.4480334
LV;2019;NATIONAL TOTAL;SOx;Gg;3.695910044
IE;2019;NATIONAL TOTAL;SOx;Gg;11.31135401
RS;2019;NATIONAL TOTAL;SOx;Gg;397.1726086
AL;2019;NATIONAL TOTAL;SOx;Gg;8.525204595
GE;2019;NATIONAL TOTAL;SOx;Gg;23.95112269
MK;2019;NATIONAL TOTAL;SOx;Gg;115.4197314
CAS;2019;NATIONAL TOTAL;SOx;Gg;3.001758628
TJ;2019;NATIONAL TOTAL;SOx;Gg;19.0067537
NO;2019;NATIONAL TOTAL;SOx;Gg;16.2136852
MC;2019;NATIONAL TOTAL;SOx;Gg;0.008920647
AST;2019;NATIONAL TOTAL;SOx;Gg;3969.000007
ATL;2019;NATIONAL TOTAL;SOx;Gg;519.1294711
LU;2019;NATIONAL TOTAL;SOx;Gg;0.961346809
KZ;2019;NATIONAL TOTAL;SOx;Gg;845.5141415
BE;2019;NATIONAL TOTAL;SOx;Gg;29.80856108
BLS;2019;NATIONAL TOTAL;SOx;Gg;45.9488894
NOA;2019;NATIONAL TOTAL;SOx;Gg;954.3662828
BAS;2019;NATIONAL TOTAL;SOx;Gg;10.43220514
SK;2019;NATIONAL TOTAL;SOx;Gg;16.93708944
HU;2019;NATIONAL TOTAL;SOx;Gg;17.459859
SI;2019;NATIONAL TOTAL;SOx;Gg;4.478055012
IS;2019;NATIONAL TOTAL;SOx;Gg;54.6049747
GB;2019;NATIONAL TOTAL;SOx;Gg;153.2094568
LT;2019;NATIONAL TOTAL;SOx;Gg;11.66527904
AM;2019;NATIONAL TOTAL;SOx;Gg;2.928369916
PL;2019;NATIONAL TOTAL;SOx;Gg;372.3361315
CH;2019;NATIONAL TOTAL;SOx;Gg;4.31037505
AT;2019;NATIONAL TOTAL;SOx;Gg;11.16871779
FI;2019;NATIONAL TOTAL;SOx;Gg;29.61260345
IT;2019;NATIONAL TOTAL;SOx;Gg;111.5011754
BG;2019;NATIONAL TOTAL;SOx;Gg;50.46466815
TM;2019;NATIONAL TOTAL;SOx;Gg;64.22575138
EE;2019;NATIONAL TOTAL;SOx;Gg;18.80105335
UA;2019;NATIONAL TOTAL;SOx;Gg;603.0322712
MD;2019;NATIONAL TOTAL;SOx;Gg;4.518967476
SE;2019;NATIONAL TOTAL;SOx;Gg;15.71411109
PT;2019;NATIONAL TOTAL;SOx;Gg;44.00816583
HR;2019;NATIONAL TOTAL;SOx;Gg;7.612629415
ME;2019;NATIONAL TOTAL;SOx;Gg;61.70479198
PL;2020;NATIONAL TOTAL;CO;Gg;2558.562824
CH;2020;NATIONAL TOTAL;CO;Gg;152.6588224
EE;2020;NATIONAL TOTAL;CO;Gg;119.2496272
CY;2020;NATIONAL TOTAL;CO;Gg;8.819281122
UZ;2020;NATIONAL TOTAL;CO;Gg;765.21084
TM;2020;NATIONAL TOTAL;CO;Gg;630.05928
RS;2020;NATIONAL TOTAL;CO;Gg;367.8645074
LU;2020;NATIONAL TOTAL;CO;Gg;15.09017029
AT;2020;NATIONAL TOTAL;CO;Gg;472.722933
FI;2020;NATIONAL TOTAL;CO;Gg;316.834151
SI;2020;NATIONAL TOTAL;CO;Gg;88.58240644
NOA;2020;NATIONAL TOTAL;CO;Gg;2269.779902
BY;2020;NATIONAL TOTAL;CO;Gg;445.66975
UA;2020;NATIONAL TOTAL;CO;Gg;2598.58136
TR;2020;NATIONAL TOTAL;CO;Gg;1724.54808
AM;2020;NATIONAL TOTAL;CO;Gg;90.93481
NL;2020;NATIONAL TOTAL;CO;Gg;422.0664893
IT;2020;NATIONAL TOTAL;CO;Gg;1863.648712
BA;2020;NATIONAL TOTAL;CO;Gg;209.117
AZ;2020;NATIONAL TOTAL;CO;Gg;412.47643
AL;2020;NATIONAL TOTAL;CO;Gg;50.78493
ME;2020;NATIONAL TOTAL;CO;Gg;23.9789
MD;2020;NATIONAL TOTAL;CO;Gg;154.7255714
TJ;2020;NATIONAL TOTAL;CO;Gg;155.5646
CAS;2020;NATIONAL TOTAL;CO;Gg;1.178368912
NOS;2020;NATIONAL TOTAL;CO;Gg;57.67695946
BE;2020;NATIONAL TOTAL;CO;Gg;261.8491915
BG;2020;NATIONAL TOTAL;CO;Gg;231.0375637
BLS;2020;NATIONAL TOTAL;CO;Gg;6.652737214
IS;2020;NATIONAL TOTAL;CO;Gg;103.6720849
MT;2020;NATIONAL TOTAL;CO;Gg;3.980932569
LI;2020;NATIONAL TOTAL;CO;Gg;0.393647142
SE;2020;NATIONAL TOTAL;CO;Gg;287.1155401
FR;2020;NATIONAL TOTAL;CO;Gg;2456.094309
DK;2020;NATIONAL TOTAL;CO;Gg;194.729524
RUE;2020;NATIONAL TOTAL;CO;Gg;1378.563601
LT;2020;NATIONAL TOTAL;CO;Gg;106.3340769
RO;2020;NATIONAL TOTAL;CO;Gg;901.4631508
HU;2020;NATIONAL TOTAL;CO;Gg;334.2627807
NO;2020;NATIONAL TOTAL;CO;Gg;405.9391424
GR;2020;NATIONAL TOTAL;CO;Gg;426.6548362
ES;2020;NATIONAL TOTAL;CO;Gg;1489.559523
ATL;2020;NATIONAL TOTAL;CO;Gg;52.55342582
RU;2020;NATIONAL TOTAL;CO;Gg;10466.97293
GE;2020;NATIONAL TOTAL;CO;Gg;103.706931
GB;2020;NATIONAL TOTAL;CO;Gg;1281.232574
PT;2020;NATIONAL TOTAL;CO;Gg;252.5123539
AST;2020;NATIONAL TOTAL;CO;Gg;12353.13785
MC;2020;NATIONAL TOTAL;CO;Gg;0.835125219
HR;2020;NATIONAL TOTAL;CO;Gg;214.6051376
KZ;2020;NATIONAL TOTAL;CO;Gg;1767.87915
MK;2020;NATIONAL TOTAL;CO;Gg;51.33665867
BAS;2020;NATIONAL TOTAL;CO;Gg;22.70596403
DE;2020;NATIONAL TOTAL;CO;Gg;2468.584285
MED;2020;NATIONAL TOTAL;CO;Gg;77.16607421
IE;2020;NATIONAL TOTAL;CO;Gg;120.4806148
LV;2020;NATIONAL TOTAL;CO;Gg;98.59541869
SK;2020;NATIONAL TOTAL;CO;Gg;279.2055955
KG;2020;NATIONAL TOTAL;CO;Gg;301.60892
CZ;2020;NATIONAL TOTAL;CO;Gg;1078.20428
RU;2020;NATIONAL TOTAL;NH3;Gg;941.4534571
LT;2020;NATIONAL TOTAL;NH3;Gg;38.52480454
CH;2020;NATIONAL TOTAL;NH3;Gg;53.30615784
NOA;2020;NATIONAL TOTAL;NH3;Gg;395.8212471
LU;2020;NATIONAL TOTAL;NH3;Gg;6.339391933
MK;2020;NATIONAL TOTAL;NH3;Gg;8.122189029
MC;2020;NATIONAL TOTAL;NH3;Gg;0.001280874
RUE;2020;NATIONAL TOTAL;NH3;Gg;308.1179084
BA;2020;NATIONAL TOTAL;NH3;Gg;24.66269
BE;2020;NATIONAL TOTAL;NH3;Gg;67.62717111
UZ;2020;NATIONAL TOTAL;NH3;Gg;210.95443
PL;2020;NATIONAL TOTAL;NH3;Gg;315.6331446
SE;2020;NATIONAL TOTAL;NH3;Gg;52.11078612
GR;2020;NATIONAL TOTAL;NH3;Gg;68.56969802
RO;2020;NATIONAL TOTAL;NH3;Gg;155.6297301
DE;2020;NATIONAL TOTAL;NH3;Gg;541.602524
IS;2020;NATIONAL TOTAL;NH3;Gg;4.427516391
DK;2020;NATIONAL TOTAL;NH3;Gg;82.72969275
FI;2020;NATIONAL TOTAL;NH3;Gg;33.59775182
GE;2020;NATIONAL TOTAL;NH3;Gg;34.13839416
AST;2020;NATIONAL TOTAL;NH3;Gg;3293.040729
MD;2020;NATIONAL TOTAL;NH3;Gg;19.74170228
IT;2020;NATIONAL TOTAL;NH3;Gg;405.3805128
AL;2020;NATIONAL TOTAL;NH3;Gg;16.62719
ME;2020;NATIONAL TOTAL;NH3;Gg;3.36386565
BY;2020;NATIONAL TOTAL;NH3;Gg;145.1404
TJ;2020;NATIONAL TOTAL;NH3;Gg;60.05719
CZ;2020;NATIONAL TOTAL;NH3;Gg;80.01935958
IE;2020;NATIONAL TOTAL;NH3;Gg;128.8651604
AM;2020;NATIONAL TOTAL;NH3;Gg;15.32463
AZ;2020;NATIONAL TOTAL;NH3;Gg;99.48991556
UA;2020;NATIONAL TOTAL;NH3;Gg;208.06085
NL;2020;NATIONAL TOTAL;NH3;Gg;124.9863881
PT;2020;NATIONAL TOTAL;NH3;Gg;57.74895325
LI;2020;NATIONAL TOTAL;NH3;Gg;0.107478621
HU;2020;NATIONAL TOTAL;NH3;Gg;90.09683263
MT;2020;NATIONAL TOTAL;NH3;Gg;1.678805038
KG;2020;NATIONAL TOTAL;NH3;Gg;60.99674001
FR;2020;NATIONAL TOTAL;NH3;Gg;550.4974499
TR;2020;NATIONAL TOTAL;NH3;Gg;921.2115401
KZ;2020;NATIONAL TOTAL;NH3;Gg;110.76002
BG;2020;NATIONAL TOTAL;NH3;Gg;60.1911957
HR;2020;NATIONAL TOTAL;NH3;Gg;31.11705983
TM;2020;NATIONAL TOTAL;NH3;Gg;38.41503
ES;2020;NATIONAL TOTAL;NH3;Gg;457.5247387
SK;2020;NATIONAL TOTAL;NH3;Gg;30.54024585
LV;2020;NATIONAL TOTAL;NH3;Gg;15.93981637
EE;2020;NATIONAL TOTAL;NH3;Gg;10.38778363
NO;2020;NATIONAL TOTAL;NH3;Gg;29.81405544
CY;2020;NATIONAL TOTAL;NH3;Gg;7.933391368
RS;2020;NATIONAL TOTAL;NH3;Gg;79.63171925
GB;2020;NATIONAL TOTAL;NH3;Gg;261.1351174
AT;2020;NATIONAL TOTAL;NH3;Gg;68.73011852
SI;2020;NATIONAL TOTAL;NH3;Gg;16.73338706
NOS;2020;NATIONAL TOTAL;NMVOC;Gg;6.196729871
DK;2020;NATIONAL TOTAL;NMVOC;Gg;109.1286949
AZ;2020;NATIONAL TOTAL;NMVOC;Gg;367.49556
HR;2020;NATIONAL TOTAL;NMVOC;Gg;69.19274816
GE;2020;NATIONAL TOTAL;NMVOC;Gg;38.61627052
PL;2020;NATIONAL TOTAL;NMVOC;Gg;712.7129054
BG;2020;NATIONAL TOTAL;NMVOC;Gg;72.60047955
RUE;2020;NATIONAL TOTAL;NMVOC;Gg;919.1094161
SE;2020;NATIONAL TOTAL;NMVOC;Gg;138.0727932
LI;2020;NATIONAL TOTAL;NMVOC;Gg;0.3120711
IE;2020;NATIONAL TOTAL;NMVOC;Gg;111.3427347
HU;2020;NATIONAL TOTAL;NMVOC;Gg;122.0365693
MED;2020;NATIONAL TOTAL;NMVOC;Gg;10.1519129
IS;2020;NATIONAL TOTAL;NMVOC;Gg;5.2403656
AT;2020;NATIONAL TOTAL;NMVOC;Gg;107.9266028
CH;2020;NATIONAL TOTAL;NMVOC;Gg;73.15112814
NOA;2020;NATIONAL TOTAL;NMVOC;Gg;1260.347616
TM;2020;NATIONAL TOTAL;NMVOC;Gg;159.08044
SI;2020;NATIONAL TOTAL;NMVOC;Gg;32.06636893
MK;2020;NATIONAL TOTAL;NMVOC;Gg;26.14371788
RS;2020;NATIONAL TOTAL;NMVOC;Gg;136.914869
TR;2020;NATIONAL TOTAL;NMVOC;Gg;594.11151
EE;2020;NATIONAL TOTAL;NMVOC;Gg;24.77071937
BLS;2020;NATIONAL TOTAL;NMVOC;Gg;0.795294441
UZ;2020;NATIONAL TOTAL;NMVOC;Gg;420.94031
RO;2020;NATIONAL TOTAL;NMVOC;Gg;253.6547991
GB;2020;NATIONAL TOTAL;NMVOC;Gg;813.4801954
AL;2020;NATIONAL TOTAL;NMVOC;Gg;30.7516
CZ;2020;NATIONAL TOTAL;NMVOC;Gg;304.4431659
TJ;2020;NATIONAL TOTAL;NMVOC;Gg;80.18196
NL;2020;NATIONAL TOTAL;NMVOC;Gg;249.8891074
UA;2020;NATIONAL TOTAL;NMVOC;Gg;526.61413
PT;2020;NATIONAL TOTAL;NMVOC;Gg;161.6699145
BY;2020;NATIONAL TOTAL;NMVOC;Gg;228.0817
FI;2020;NATIONAL TOTAL;NMVOC;Gg;84.83169248
BAS;2020;NATIONAL TOTAL;NMVOC;Gg;2.593860208
MD;2020;NATIONAL TOTAL;NMVOC;Gg;69.31561505
RU;2020;NATIONAL TOTAL;NMVOC;Gg;2751.421672
AST;2020;NATIONAL TOTAL;NMVOC;Gg;5488.033214
NO;2020;NATIONAL TOTAL;NMVOC;Gg;147.9090444
MT;2020;NATIONAL TOTAL;NMVOC;Gg;2.451833136
ME;2020;NATIONAL TOTAL;NMVOC;Gg;13.70217
CY;2020;NATIONAL TOTAL;NMVOC;Gg;8.641206116
FR;2020;NATIONAL TOTAL;NMVOC;Gg;1080.225047
LT;2020;NATIONAL TOTAL;NMVOC;Gg;46.82967442
SK;2020;NATIONAL TOTAL;NMVOC;Gg;82.68137753
BE;2020;NATIONAL TOTAL;NMVOC;Gg;140.4192448
LV;2020;NATIONAL TOTAL;NMVOC;Gg;34.2892845
MC;2020;NATIONAL TOTAL;NMVOC;Gg;0.203382235
ATL;2020;NATIONAL TOTAL;NMVOC;Gg;6.824729817
GR;2020;NATIONAL TOTAL;NMVOC;Gg;140.5427685
ES;2020;NATIONAL TOTAL;NMVOC;Gg;579.2984499
AM;2020;NATIONAL TOTAL;NMVOC;Gg;38.76825
CAS;2020;NATIONAL TOTAL;NMVOC;Gg;0.138650012
DE;2020;NATIONAL TOTAL;NMVOC;Gg;1021.898636
LU;2020;NATIONAL TOTAL;NMVOC;Gg;9.199836138
BA;2020;NATIONAL TOTAL;NMVOC;Gg;103.25174
KZ;2020;NATIONAL TOTAL;NMVOC;Gg;817.2297
KG;2020;NATIONAL TOTAL;NMVOC;Gg;66.83205566
IT;2020;NATIONAL TOTAL;NMVOC;Gg;815.4748536
LI;2020;NATIONAL TOTAL;NOx;Gg;0.237589214
KG;2020;NATIONAL TOTAL;NOx;Gg;70.74119
MK;2020;NATIONAL TOTAL;NOx;Gg;20.15482293
FR;2020;NATIONAL TOTAL;NOx;Gg;719.7708822
LT;2020;NATIONAL TOTAL;NOx;Gg;53.56663994
IE;2020;NATIONAL TOTAL;NOx;Gg;95.36946737
MED;2020;NATIONAL TOTAL;NOx;Gg;1026.767968
UA;2020;NATIONAL TOTAL;NOx;Gg;564.01725
GR;2020;NATIONAL TOTAL;NOx;Gg;224.6788283
MC;2020;NATIONAL TOTAL;NOx;Gg;0.107842753
LV;2020;NATIONAL TOTAL;NOx;Gg;33.21474242
TJ;2020;NATIONAL TOTAL;NOx;Gg;43.61902
NO;2020;NATIONAL TOTAL;NOx;Gg;145.8934536
BY;2020;NATIONAL TOTAL;NOx;Gg;158.84806
TR;2020;NATIONAL TOTAL;NOx;Gg;891.83048
SK;2020;NATIONAL TOTAL;NOx;Gg;56.38632826
LU;2020;NATIONAL TOTAL;NOx;Gg;14.84052965
UZ;2020;NATIONAL TOTAL;NOx;Gg;380.17803
TM;2020;NATIONAL TOTAL;NOx;Gg;211.06031
BE;2020;NATIONAL TOTAL;NOx;Gg;141.8235883
CH;2020;NATIONAL TOTAL;NOx;Gg;52.61022344
HR;2020;NATIONAL TOTAL;NOx;Gg;44.91675765
MT;2020;NATIONAL TOTAL;NOx;Gg;4.227624154
EE;2020;NATIONAL TOTAL;NOx;Gg;23.28299698
ME;2020;NATIONAL TOTAL;NOx;Gg;4.37936
GE;2020;NATIONAL TOTAL;NOx;Gg;37.94972682
AL;2020;NATIONAL TOTAL;NOx;Gg;27.75178
DE;2020;NATIONAL TOTAL;NOx;Gg;982.8236334
BLS;2020;NATIONAL TOTAL;NOx;Gg;78.20092931
PT;2020;NATIONAL TOTAL;NOx;Gg;134.9732767
FI;2020;NATIONAL TOTAL;NOx;Gg;105.3426329
HU;2020;NATIONAL TOTAL;NOx;Gg;107.7777594
BAS;2020;NATIONAL TOTAL;NOx;Gg;250.2482041
GB;2020;NATIONAL TOTAL;NOx;Gg;682.6898246
AST;2020;NATIONAL TOTAL;NOx;Gg;4543.490548
SE;2020;NATIONAL TOTAL;NOx;Gg;116.5127061
PL;2020;NATIONAL TOTAL;NOx;Gg;591.7936797
IT;2020;NATIONAL TOTAL;NOx;Gg;596.0542751
KZ;2020;NATIONAL TOTAL;NOx;Gg;695.35862
CY;2020;NATIONAL TOTAL;NOx;Gg;11.85634643
MD;2020;NATIONAL TOTAL;NOx;Gg;34.2072775
DK;2020;NATIONAL TOTAL;NOx;Gg;92.15757849
AT;2020;NATIONAL TOTAL;NOx;Gg;124.4131382
NOA;2020;NATIONAL TOTAL;NOx;Gg;1297.526165
RUE;2020;NATIONAL TOTAL;NOx;Gg;811.7201709
CAS;2020;NATIONAL TOTAL;NOx;Gg;9.626159982
RU;2020;NATIONAL TOTAL;NOx;Gg;2287.6967
BA;2020;NATIONAL TOTAL;NOx;Gg;38.84695
IS;2020;NATIONAL TOTAL;NOx;Gg;17.86224189
RS;2020;NATIONAL TOTAL;NOx;Gg;176.2301308
NOS;2020;NATIONAL TOTAL;NOx;Gg;563.9625714
SI;2020;NATIONAL TOTAL;NOx;Gg;25.45704333
NL;2020;NATIONAL TOTAL;NOx;Gg;211.6717851
BG;2020;NATIONAL TOTAL;NOx;Gg;82.97255918
ES;2020;NATIONAL TOTAL;NOx;Gg;593.1679598
CZ;2020;NATIONAL TOTAL;NOx;Gg;158.8781898
RO;2020;NATIONAL TOTAL;NOx;Gg;206.1634294
ATL;2020;NATIONAL TOTAL;NOx;Gg;683.424026
AZ;2020;NATIONAL TOTAL;NOx;Gg;148.12091
AM;2020;NATIONAL TOTAL;NOx;Gg;22.66249
NO;2020;NATIONAL TOTAL;PM2.5;Gg;25.62404247
MD;2020;NATIONAL TOTAL;PM2.5;Gg;22.49051296
PT;2020;NATIONAL TOTAL;PM2.5;Gg;44.48803199
LU;2020;NATIONAL TOTAL;PM2.5;Gg;1.002912423
ME;2020;NATIONAL TOTAL;PM2.5;Gg;4.60549
BLS;2020;NATIONAL TOTAL;PM2.5;Gg;1.094391216
BA;2020;NATIONAL TOTAL;PM2.5;Gg;42.3658
FI;2020;NATIONAL TOTAL;PM2.5;Gg;14.09290266
DK;2020;NATIONAL TOTAL;PM2.5;Gg;12.16551138
CZ;2020;NATIONAL TOTAL;PM2.5;Gg;60.12569167
MED;2020;NATIONAL TOTAL;PM2.5;Gg;12.84273356
IT;2020;NATIONAL TOTAL;PM2.5;Gg;139.0749885
HU;2020;NATIONAL TOTAL;PM2.5;Gg;36.64896823
KZ;2020;NATIONAL TOTAL;PM2.5;Gg;246.8808
GB;2020;NATIONAL TOTAL;PM2.5;Gg;64.4908344
HR;2020;NATIONAL TOTAL;PM2.5;Gg;27.77070623
TJ;2020;NATIONAL TOTAL;PM2.5;Gg;12.91577
LV;2020;NATIONAL TOTAL;PM2.5;Gg;16.861394
SI;2020;NATIONAL TOTAL;PM2.5;Gg;10.40031909
AZ;2020;NATIONAL TOTAL;PM2.5;Gg;18.54095
BY;2020;NATIONAL TOTAL;PM2.5;Gg;51.21297
PL;2020;NATIONAL TOTAL;PM2.5;Gg;307.3841112
NOS;2020;NATIONAL TOTAL;PM2.5;Gg;7.520526234
EE;2020;NATIONAL TOTAL;PM2.5;Gg;4.926914953
BAS;2020;NATIONAL TOTAL;PM2.5;Gg;2.956520346
FR;2020;NATIONAL TOTAL;PM2.5;Gg;177.1274741
SE;2020;NATIONAL TOTAL;PM2.5;Gg;17.63382408
AST;2020;NATIONAL TOTAL;PM2.5;Gg;1101.143674
MK;2020;NATIONAL TOTAL;PM2.5;Gg;8.835762688
SK;2020;NATIONAL TOTAL;PM2.5;Gg;17.08119115
RU;2020;NATIONAL TOTAL;PM2.5;Gg;233.4634674
AL;2020;NATIONAL TOTAL;PM2.5;Gg;8.20358
RS;2020;NATIONAL TOTAL;PM2.5;Gg;57.98177482
RUE;2020;NATIONAL TOTAL;PM2.5;Gg;79.53300817
MT;2020;NATIONAL TOTAL;PM2.5;Gg;0.350224854
TR;2020;NATIONAL TOTAL;PM2.5;Gg;335.50803
ATL;2020;NATIONAL TOTAL;PM2.5;Gg;7.985197802
TM;2020;NATIONAL TOTAL;PM2.5;Gg;18.92262
UA;2020;NATIONAL TOTAL;PM2.5;Gg;256.46907
BE;2020;NATIONAL TOTAL;PM2.5;Gg;17.00254699
CH;2020;NATIONAL TOTAL;PM2.5;Gg;6.835715442
AM;2020;NATIONAL TOTAL;PM2.5;Gg;11.66154
IE;2020;NATIONAL TOTAL;PM2.5;Gg;12.38964713
UZ;2020;NATIONAL TOTAL;PM2.5;Gg;49.97297
GE;2020;NATIONAL TOTAL;PM2.5;Gg;17.27789
NL;2020;NATIONAL TOTAL;PM2.5;Gg;14.43473376
MC;2020;NATIONAL TOTAL;PM2.5;Gg;0.005851778
ES;2020;NATIONAL TOTAL;PM2.5;Gg;130.8165589
CY;2020;NATIONAL TOTAL;PM2.5;Gg;0.938633795
NOA;2020;NATIONAL TOTAL;PM2.5;Gg;162.1961454
RO;2020;NATIONAL TOTAL;PM2.5;Gg;107.7257098
KG;2020;NATIONAL TOTAL;PM2.5;Gg;21.24597271
CAS;2020;NATIONAL TOTAL;PM2.5;Gg;0.212200156
DE;2020;NATIONAL TOTAL;PM2.5;Gg;80.7787299
BG;2020;NATIONAL TOTAL;PM2.5;Gg;30.43170294
AT;2020;NATIONAL TOTAL;PM2.5;Gg;13.70289305
LT;2020;NATIONAL TOTAL;PM2.5;Gg;6.112579611
GR;2020;NATIONAL TOTAL;PM2.5;Gg;34.04733838
IS;2020;NATIONAL TOTAL;PM2.5;Gg;0.887036646
LI;2020;NATIONAL TOTAL;PM2.5;Gg;0.018928788
IE;2020;NATIONAL TOTAL;PMcoarse;Gg;9.95762923
RO;2020;NATIONAL TOTAL;PMcoarse;Gg;37.38350506
DE;2020;NATIONAL TOTAL;PMcoarse;Gg;99.13270407
MD;2020;NATIONAL TOTAL;PMcoarse;Gg;5.876130946
KZ;2020;NATIONAL TOTAL;PMcoarse;Gg;166.42117
LI;2020;NATIONAL TOTAL;PMcoarse;Gg;0.013474665
NOA;2020;NATIONAL TOTAL;PMcoarse;Gg;107.7072048
CAS;2020;NATIONAL TOTAL;PMcoarse;Gg;0.332353197
ES;2020;NATIONAL TOTAL;PMcoarse;Gg;77.78866791
DK;2020;NATIONAL TOTAL;PMcoarse;Gg;10.2607075
NL;2020;NATIONAL TOTAL;PMcoarse;Gg;12.49546008
RS;2020;NATIONAL TOTAL;PMcoarse;Gg;16.54117494
TJ;2020;NATIONAL TOTAL;PMcoarse;Gg;4.57352
BE;2020;NATIONAL TOTAL;PMcoarse;Gg;12.05646702
TM;2020;NATIONAL TOTAL;PMcoarse;Gg;3.53323
LU;2020;NATIONAL TOTAL;PMcoarse;Gg;0.544348989
IS;2020;NATIONAL TOTAL;PMcoarse;Gg;1.22267934
HU;2020;NATIONAL TOTAL;PMcoarse;Gg;16.50693592
CZ;2020;NATIONAL TOTAL;PMcoarse;Gg;14.00287018
RU;2020;NATIONAL TOTAL;PMcoarse;Gg;379.3742575
LT;2020;NATIONAL TOTAL;PMcoarse;Gg;7.465600445
LV;2020;NATIONAL TOTAL;PMcoarse;Gg;8.44578404
GR;2020;NATIONAL TOTAL;PMcoarse;Gg;22.44617791
BY;2020;NATIONAL TOTAL;PMcoarse;Gg;15.79648
UZ;2020;NATIONAL TOTAL;PMcoarse;Gg;19.58496
SK;2020;NATIONAL TOTAL;PMcoarse;Gg;6.470976052
IT;2020;NATIONAL TOTAL;PMcoarse;Gg;60.47855423
AST;2020;NATIONAL TOTAL;PMcoarse;Gg;756.1008249
ME;2020;NATIONAL TOTAL;PMcoarse;Gg;0.89945
SI;2020;NATIONAL TOTAL;PMcoarse;Gg;2.964146327
UA;2020;NATIONAL TOTAL;PMcoarse;Gg;113.98457
CY;2020;NATIONAL TOTAL;PMcoarse;Gg;0.976616873
BG;2020;NATIONAL TOTAL;PMcoarse;Gg;16.36975229
SE;2020;NATIONAL TOTAL;PMcoarse;Gg;25.57550816
EE;2020;NATIONAL TOTAL;PMcoarse;Gg;5.5128697
MC;2020;NATIONAL TOTAL;PMcoarse;Gg;0.008237935
MT;2020;NATIONAL TOTAL;PMcoarse;Gg;1.299477677
TR;2020;NATIONAL TOTAL;PMcoarse;Gg;159.08418
AT;2020;NATIONAL TOTAL;PMcoarse;Gg;13.74820764
