# WebDab output on Tue Mar 18 17:53:47 2025
# Datasource: EMEP/CEIP 2025, Emissions as used in EMEP models
# Terms of reference: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/deed.en)
# Emission category: NFR14/NFR19
# Format: ISO2;YEAR;SECTOR;POLLUTANT;UNIT;NUMBER/FLAG
RUE;2000;NATIONAL TOTAL;CO;Gg;1586.864134
PT;2000;NATIONAL TOTAL;CO;Gg;666.522695
KZ;2000;NATIONAL TOTAL;CO;Gg;1382.41362
GB;2000;NATIONAL TOTAL;CO;Gg;4664.195427
IS;2000;NATIONAL TOTAL;CO;Gg;52.96867628
AT;2000;NATIONAL TOTAL;CO;Gg;727.6451166
AST;2000;NATIONAL TOTAL;CO;Gg;10882.75163
NOA;2000;NATIONAL TOTAL;CO;Gg;2958.993096
AZ;2000;NATIONAL TOTAL;CO;Gg;329.1253
MED;2000;NATIONAL TOTAL;CO;Gg;85.95562699
GR;2000;NATIONAL TOTAL;CO;Gg;1003.831814
NOS;2000;NATIONAL TOTAL;CO;Gg;59.64839197
GE;2000;NATIONAL TOTAL;CO;Gg;123.1531447
CAS;2000;NATIONAL TOTAL;CO;Gg;1.310747149
RU;2000;NATIONAL TOTAL;CO;Gg;10614.5233
TM;2000;NATIONAL TOTAL;CO;Gg;378.71579
CY;2000;NATIONAL TOTAL;CO;Gg;29.71062032
AM;2000;NATIONAL TOTAL;CO;Gg;147.57796
PL;2000;NATIONAL TOTAL;CO;Gg;3345.481606
SK;2000;NATIONAL TOTAL;CO;Gg;551.7021302
LV;2000;NATIONAL TOTAL;CO;Gg;240.8980774
RO;2000;NATIONAL TOTAL;CO;Gg;1054.329919
SI;2000;NATIONAL TOTAL;CO;Gg;204.45696
HR;2000;NATIONAL TOTAL;CO;Gg;465.721446
BAS;2000;NATIONAL TOTAL;CO;Gg;22.5908998
NL;2000;NATIONAL TOTAL;CO;Gg;752.5202584
IE;2000;NATIONAL TOTAL;CO;Gg;341.4399761
BY;2000;NATIONAL TOTAL;CO;Gg;773.68007
ATL;2000;NATIONAL TOTAL;CO;Gg;52.09155383
TR;2000;NATIONAL TOTAL;CO;Gg;3558.75298
HU;2000;NATIONAL TOTAL;CO;Gg;856.5346134
LU;2000;NATIONAL TOTAL;CO;Gg;46.734533
EE;2000;NATIONAL TOTAL;CO;Gg;177.879577
ES;2000;NATIONAL TOTAL;CO;Gg;2624.127848
BG;2000;NATIONAL TOTAL;CO;Gg;409.8214237
DK;2000;NATIONAL TOTAL;CO;Gg;472.6966835
BLS;2000;NATIONAL TOTAL;CO;Gg;6.951692812
RS;2000;NATIONAL TOTAL;CO;Gg;400.1556579
LT;2000;NATIONAL TOTAL;CO;Gg;183.077736
CH;2000;NATIONAL TOTAL;CO;Gg;418.8799848
CZ;2000;NATIONAL TOTAL;CO;Gg;1512.58334
BE;2000;NATIONAL TOTAL;CO;Gg;996.5099658
MD;2000;NATIONAL TOTAL;CO;Gg;60.87342398
MC;2000;NATIONAL TOTAL;CO;Gg;2.697890655
UZ;2000;NATIONAL TOTAL;CO;Gg;1083.6778
DE;2000;NATIONAL TOTAL;CO;Gg;5096.843872
LI;2000;NATIONAL TOTAL;CO;Gg;0.78664668
KG;2000;NATIONAL TOTAL;CO;Gg;101.83304
MT;2000;NATIONAL TOTAL;CO;Gg;19.86837025
NO;2000;NATIONAL TOTAL;CO;Gg;589.3008108
FI;2000;NATIONAL TOTAL;CO;Gg;593.7654219
SE;2000;NATIONAL TOTAL;CO;Gg;642.838482
UA;2000;NATIONAL TOTAL;CO;Gg;3484.29272
MK;2000;NATIONAL TOTAL;CO;Gg;145.0371263
ME;2000;NATIONAL TOTAL;CO;Gg;2.98626
AL;2000;NATIONAL TOTAL;CO;Gg;75.00478
BA;2000;NATIONAL TOTAL;CO;Gg;272.5308
FR;2000;NATIONAL TOTAL;CO;Gg;6776.798365
IT;2000;NATIONAL TOTAL;CO;Gg;4813.977751
TJ;2000;NATIONAL TOTAL;CO;Gg;92.66559
RU;2000;NATIONAL TOTAL;NH3;Gg;963.108479
DE;2000;NATIONAL TOTAL;NH3;Gg;646.9039258
KG;2000;NATIONAL TOTAL;NH3;Gg;37.3779701
NL;2000;NATIONAL TOTAL;NH3;Gg;174.8635735
LU;2000;NATIONAL TOTAL;NH3;Gg;6.938714976
SI;2000;NATIONAL TOTAL;NH3;Gg;20.4927941
BG;2000;NATIONAL TOTAL;NH3;Gg;56.67293684
UZ;2000;NATIONAL TOTAL;NH3;Gg;130.22439
FI;2000;NATIONAL TOTAL;NH3;Gg;39.49554704
EE;2000;NATIONAL TOTAL;NH3;Gg;8.831434172
PL;2000;NATIONAL TOTAL;NH3;Gg;357.8305695
ME;2000;NATIONAL TOTAL;NH3;Gg;5.809269563
MK;2000;NATIONAL TOTAL;NH3;Gg;12.19840774
IT;2000;NATIONAL TOTAL;NH3;Gg;517.1494045
TJ;2000;NATIONAL TOTAL;NH3;Gg;32.4528
LT;2000;NATIONAL TOTAL;NH3;Gg;34.9224457
AT;2000;NATIONAL TOTAL;NH3;Gg;68.0531154
AL;2000;NATIONAL TOTAL;NH3;Gg;17.80762
TR;2000;NATIONAL TOTAL;NH3;Gg;635.3869144
CY;2000;NATIONAL TOTAL;NH3;Gg;9.316494338
RUE;2000;NATIONAL TOTAL;NH3;Gg;255.3727648
IS;2000;NATIONAL TOTAL;NH3;Gg;4.684824339
GR;2000;NATIONAL TOTAL;NH3;Gg;82.0902074
HR;2000;NATIONAL TOTAL;NH3;Gg;38.95188518
AST;2000;NATIONAL TOTAL;NH3;Gg;2500.710627
RS;2000;NATIONAL TOTAL;NH3;Gg;106.8559358
MC;2000;NATIONAL TOTAL;NH3;Gg;0.007414672
NO;2000;NATIONAL TOTAL;NH3;Gg;29.97853331
MD;2000;NATIONAL TOTAL;NH3;Gg;23.50038682
LV;2000;NATIONAL TOTAL;NH3;Gg;13.47186088
ES;2000;NATIONAL TOTAL;NH3;Gg;564.5250798
MT;2000;NATIONAL TOTAL;NH3;Gg;2.249313523
RO;2000;NATIONAL TOTAL;NH3;Gg;175.9556281
PT;2000;NATIONAL TOTAL;NH3;Gg;68.70238324
SK;2000;NATIONAL TOTAL;NH3;Gg;34.24023918
IE;2000;NATIONAL TOTAL;NH3;Gg;126.361357
FR;2000;NATIONAL TOTAL;NH3;Gg;665.4250678
SE;2000;NATIONAL TOTAL;NH3;Gg;59.66378627
KZ;2000;NATIONAL TOTAL;NH3;Gg;76.43006
LI;2000;NATIONAL TOTAL;NH3;Gg;0.095701996
AM;2000;NATIONAL TOTAL;NH3;Gg;9.46635
GE;2000;NATIONAL TOTAL;NH3;Gg;44.12709352
BY;2000;NATIONAL TOTAL;NH3;Gg;109.30276
AZ;2000;NATIONAL TOTAL;NH3;Gg;68.114721
BE;2000;NATIONAL TOTAL;NH3;Gg;95.05556736
HU;2000;NATIONAL TOTAL;NH3;Gg;91.989505
TM;2000;NATIONAL TOTAL;NH3;Gg;23.76143
GB;2000;NATIONAL TOTAL;NH3;Gg;295.4787955
CZ;2000;NATIONAL TOTAL;NH3;Gg;88.67124248
DK;2000;NATIONAL TOTAL;NH3;Gg;113.0480907
CH;2000;NATIONAL TOTAL;NH3;Gg;62.19383563
UA;2000;NATIONAL TOTAL;NH3;Gg;261.54551
NOA;2000;NATIONAL TOTAL;NH3;Gg;326.4669773
BA;2000;NATIONAL TOTAL;NH3;Gg;16.82889
LT;2000;NATIONAL TOTAL;NMVOC;Gg;48.99101582
NOA;2000;NATIONAL TOTAL;NMVOC;Gg;1873.866853
EE;2000;NATIONAL TOTAL;NMVOC;Gg;35.96240145
HR;2000;NATIONAL TOTAL;NMVOC;Gg;104.1133873
PL;2000;NATIONAL TOTAL;NMVOC;Gg;827.9821361
GE;2000;NATIONAL TOTAL;NMVOC;Gg;36.83234297
IS;2000;NATIONAL TOTAL;NMVOC;Gg;8.246508225
LU;2000;NATIONAL TOTAL;NMVOC;Gg;16.16293042
RUE;2000;NATIONAL TOTAL;NMVOC;Gg;937.8978649
NL;2000;NATIONAL TOTAL;NMVOC;Gg;337.0593178
AT;2000;NATIONAL TOTAL;NMVOC;Gg;177.2319509
KZ;2000;NATIONAL TOTAL;NMVOC;Gg;598.07156
DE;2000;NATIONAL TOTAL;NMVOC;Gg;1798.490104
HU;2000;NATIONAL TOTAL;NMVOC;Gg;202.1608432
IE;2000;NATIONAL TOTAL;NMVOC;Gg;126.803581
AZ;2000;NATIONAL TOTAL;NMVOC;Gg;135.90143
KG;2000;NATIONAL TOTAL;NMVOC;Gg;41.63288402
BY;2000;NATIONAL TOTAL;NMVOC;Gg;285.16457
MED;2000;NATIONAL TOTAL;NMVOC;Gg;12.35499968
SI;2000;NATIONAL TOTAL;NMVOC;Gg;55.08775423
BE;2000;NATIONAL TOTAL;NMVOC;Gg;264.3201683
IT;2000;NATIONAL TOTAL;NMVOC;Gg;1616.446348
TR;2000;NATIONAL TOTAL;NMVOC;Gg;1107.01258
MT;2000;NATIONAL TOTAL;NMVOC;Gg;4.918169937
BAS;2000;NATIONAL TOTAL;NMVOC;Gg;2.945559659
SE;2000;NATIONAL TOTAL;NMVOC;Gg;222.1504192
NO;2000;NATIONAL TOTAL;NMVOC;Gg;408.8365032
PT;2000;NATIONAL TOTAL;NMVOC;Gg;260.007486
FI;2000;NATIONAL TOTAL;NMVOC;Gg;177.8838063
AM;2000;NATIONAL TOTAL;NMVOC;Gg;42.23647
GR;2000;NATIONAL TOTAL;NMVOC;Gg;311.5406639
LI;2000;NATIONAL TOTAL;NMVOC;Gg;0.573823013
MD;2000;NATIONAL TOTAL;NMVOC;Gg;31.51919796
ATL;2000;NATIONAL TOTAL;NMVOC;Gg;7.53598232
LV;2000;NATIONAL TOTAL;NMVOC;Gg;52.72110296
CAS;2000;NATIONAL TOTAL;NMVOC;Gg;0.160485789
AL;2000;NATIONAL TOTAL;NMVOC;Gg;41.10323
MC;2000;NATIONAL TOTAL;NMVOC;Gg;0.417877591
FR;2000;NATIONAL TOTAL;NMVOC;Gg;2149.187282
CH;2000;NATIONAL TOTAL;NMVOC;Gg;157.4734367
RU;2000;NATIONAL TOTAL;NMVOC;Gg;2778.163247
RO;2000;NATIONAL TOTAL;NMVOC;Gg;322.5730064
ES;2000;NATIONAL TOTAL;NMVOC;Gg;892.9885067
RS;2000;NATIONAL TOTAL;NMVOC;Gg;148.9481326
SK;2000;NATIONAL TOTAL;NMVOC;Gg;136.2176339
GB;2000;NATIONAL TOTAL;NMVOC;Gg;1713.229424
AST;2000;NATIONAL TOTAL;NMVOC;Gg;4256.892924
TM;2000;NATIONAL TOTAL;NMVOC;Gg;96.21692
BG;2000;NATIONAL TOTAL;NMVOC;Gg;103.9222655
DK;2000;NATIONAL TOTAL;NMVOC;Gg;191.2488239
TJ;2000;NATIONAL TOTAL;NMVOC;Gg;48.33366
BA;2000;NATIONAL TOTAL;NMVOC;Gg;119.52954
BLS;2000;NATIONAL TOTAL;NMVOC;Gg;0.895140791
CZ;2000;NATIONAL TOTAL;NMVOC;Gg;444.978015
CY;2000;NATIONAL TOTAL;NMVOC;Gg;13.44562758
ME;2000;NATIONAL TOTAL;NMVOC;Gg;5.23336
UA;2000;NATIONAL TOTAL;NMVOC;Gg;764.37017
NOS;2000;NATIONAL TOTAL;NMVOC;Gg;6.981778531
MK;2000;NATIONAL TOTAL;NMVOC;Gg;47.26403916
UZ;2000;NATIONAL TOTAL;NMVOC;Gg;330.53867
AZ;2000;NATIONAL TOTAL;NOx;Gg;98.16025
DE;2000;NATIONAL TOTAL;NOx;Gg;1865.516095
KG;2000;NATIONAL TOTAL;NOx;Gg;28.36526
RO;2000;NATIONAL TOTAL;NOx;Gg;315.2666249
LI;2000;NATIONAL TOTAL;NOx;Gg;0.543443263
ATL;2000;NATIONAL TOTAL;NOx;Gg;1054.723952
KZ;2000;NATIONAL TOTAL;NOx;Gg;453.74534
SK;2000;NATIONAL TOTAL;NOx;Gg;110.5890526
GR;2000;NATIONAL TOTAL;NOx;Gg;431.1918301
AT;2000;NATIONAL TOTAL;NOx;Gg;212.6489045
UZ;2000;NATIONAL TOTAL;NOx;Gg;467.56213
MC;2000;NATIONAL TOTAL;NOx;Gg;0.462646035
NOS;2000;NATIONAL TOTAL;NOx;Gg;824.3979777
CZ;2000;NATIONAL TOTAL;NOx;Gg;310.8446033
BLS;2000;NATIONAL TOTAL;NOx;Gg;111.8546452
CY;2000;NATIONAL TOTAL;NOx;Gg;22.37586475
BG;2000;NATIONAL TOTAL;NOx;Gg;160.8096009
GB;2000;NATIONAL TOTAL;NOx;Gg;1932.932444
EE;2000;NATIONAL TOTAL;NOx;Gg;44.44980397
PT;2000;NATIONAL TOTAL;NOx;Gg;300.4134199
MK;2000;NATIONAL TOTAL;NOx;Gg;43.91517324
IT;2000;NATIONAL TOTAL;NOx;Gg;1516.228908
IE;2000;NATIONAL TOTAL;NOx;Gg;180.1892479
NL;2000;NATIONAL TOTAL;NOx;Gg;493.5949526
MED;2000;NATIONAL TOTAL;NOx;Gg;1685.466309
LV;2000;NATIONAL TOTAL;NOx;Gg;43.65644257
HU;2000;NATIONAL TOTAL;NOx;Gg;188.6653612
TM;2000;NATIONAL TOTAL;NOx;Gg;138.25291
MT;2000;NATIONAL TOTAL;NOx;Gg;8.294599791
AL;2000;NATIONAL TOTAL;NOx;Gg;19.78616
TJ;2000;NATIONAL TOTAL;NOx;Gg;15.67678
UA;2000;NATIONAL TOTAL;NOx;Gg;1134.74481
FR;2000;NATIONAL TOTAL;NOx;Gg;1816.018614
LT;2000;NATIONAL TOTAL;NOx;Gg;61.65729516
LU;2000;NATIONAL TOTAL;NOx;Gg;41.50323612
NOA;2000;NATIONAL TOTAL;NOx;Gg;720.941634
PL;2000;NATIONAL TOTAL;NOx;Gg;855.3884666
ES;2000;NATIONAL TOTAL;NOx;Gg;1335.349867
RU;2000;NATIONAL TOTAL;NOx;Gg;3638.757446
GE;2000;NATIONAL TOTAL;NOx;Gg;21.47135126
NO;2000;NATIONAL TOTAL;NOx;Gg;214.1837
RUE;2000;NATIONAL TOTAL;NOx;Gg;1029.526341
SI;2000;NATIONAL TOTAL;NOx;Gg;58.67144253
MD;2000;NATIONAL TOTAL;NOx;Gg;18.91406819
DK;2000;NATIONAL TOTAL;NOx;Gg;221.8255697
SE;2000;NATIONAL TOTAL;NOx;Gg;222.06465
FI;2000;NATIONAL TOTAL;NOx;Gg;241.307585
AM;2000;NATIONAL TOTAL;NOx;Gg;16.8694
BAS;2000;NATIONAL TOTAL;NOx;Gg;366.2055697
BY;2000;NATIONAL TOTAL;NOx;Gg;226.93883
RS;2000;NATIONAL TOTAL;NOx;Gg;146.573467
BE;2000;NATIONAL TOTAL;NOx;Gg;362.1862097
CH;2000;NATIONAL TOTAL;NOx;Gg;103.1826282
HR;2000;NATIONAL TOTAL;NOx;Gg;85.92573471
IS;2000;NATIONAL TOTAL;NOx;Gg;30.74805162
ME;2000;NATIONAL TOTAL;NOx;Gg;0.52532
TR;2000;NATIONAL TOTAL;NOx;Gg;1027.43723
CAS;2000;NATIONAL TOTAL;NOx;Gg;12.72511621
BA;2000;NATIONAL TOTAL;NOx;Gg;43.19595
AST;2000;NATIONAL TOTAL;NOx;Gg;2699.772663
LV;2000;NATIONAL TOTAL;PM2.5;Gg;27.28319015
KZ;2000;NATIONAL TOTAL;PM2.5;Gg;143.75069
NOS;2000;NATIONAL TOTAL;PM2.5;Gg;18.67525191
BY;2000;NATIONAL TOTAL;PM2.5;Gg;56.93555
BG;2000;NATIONAL TOTAL;PM2.5;Gg;35.63489608
PT;2000;NATIONAL TOTAL;PM2.5;Gg;65.84211618
SE;2000;NATIONAL TOTAL;PM2.5;Gg;35.23148815
BE;2000;NATIONAL TOTAL;PM2.5;Gg;40.10286048
RUE;2000;NATIONAL TOTAL;PM2.5;Gg;86.05527602
IE;2000;NATIONAL TOTAL;PM2.5;Gg;19.30259559
CZ;2000;NATIONAL TOTAL;PM2.5;Gg;84.64896347
TM;2000;NATIONAL TOTAL;PM2.5;Gg;13.25804
HU;2000;NATIONAL TOTAL;PM2.5;Gg;48.11274092
MD;2000;NATIONAL TOTAL;PM2.5;Gg;4.507733588
AT;2000;NATIONAL TOTAL;PM2.5;Gg;24.21961475
FI;2000;NATIONAL TOTAL;PM2.5;Gg;25.9906174
MC;2000;NATIONAL TOTAL;PM2.5;Gg;0.018895547
TR;2000;NATIONAL TOTAL;PM2.5;Gg;366.90135
BAS;2000;NATIONAL TOTAL;PM2.5;Gg;8.404689087
CAS;2000;NATIONAL TOTAL;PM2.5;Gg;0.287606438
AST;2000;NATIONAL TOTAL;PM2.5;Gg;763.2986091
GR;2000;NATIONAL TOTAL;PM2.5;Gg;65.82332094
RO;2000;NATIONAL TOTAL;PM2.5;Gg;106.7521029
LI;2000;NATIONAL TOTAL;PM2.5;Gg;0.038573497
LU;2000;NATIONAL TOTAL;PM2.5;Gg;2.452806125
MT;2000;NATIONAL TOTAL;PM2.5;Gg;0.726621495
DE;2000;NATIONAL TOTAL;PM2.5;Gg;163.9118253
NOA;2000;NATIONAL TOTAL;PM2.5;Gg;143.4235897
ES;2000;NATIONAL TOTAL;PM2.5;Gg;187.2784074
ME;2000;NATIONAL TOTAL;PM2.5;Gg;0.78553
CH;2000;NATIONAL TOTAL;PM2.5;Gg;16.74606049
ATL;2000;NATIONAL TOTAL;PM2.5;Gg;22.18258168
AL;2000;NATIONAL TOTAL;PM2.5;Gg;9.05395
TJ;2000;NATIONAL TOTAL;PM2.5;Gg;9.89029
MED;2000;NATIONAL TOTAL;PM2.5;Gg;35.87891535
SI;2000;NATIONAL TOTAL;PM2.5;Gg;14.46738448
PL;2000;NATIONAL TOTAL;PM2.5;Gg;294.5305227
NO;2000;NATIONAL TOTAL;PM2.5;Gg;44.05567717
NL;2000;NATIONAL TOTAL;PM2.5;Gg;34.97776421
UZ;2000;NATIONAL TOTAL;PM2.5;Gg;60.43075
AZ;2000;NATIONAL TOTAL;PM2.5;Gg;15.21108
LT;2000;NATIONAL TOTAL;PM2.5;Gg;9.673053615
BLS;2000;NATIONAL TOTAL;PM2.5;Gg;2.323915477
IS;2000;NATIONAL TOTAL;PM2.5;Gg;1.494313803
MK;2000;NATIONAL TOTAL;PM2.5;Gg;29.98836478
HR;2000;NATIONAL TOTAL;PM2.5;Gg;35.5987064
EE;2000;NATIONAL TOTAL;PM2.5;Gg;10.18336208
GE;2000;NATIONAL TOTAL;PM2.5;Gg;26.12552
UA;2000;NATIONAL TOTAL;PM2.5;Gg;386.09285
KG;2000;NATIONAL TOTAL;PM2.5;Gg;11.50034628
GB;2000;NATIONAL TOTAL;PM2.5;Gg;134.7748693
BA;2000;NATIONAL TOTAL;PM2.5;Gg;40.7373
FR;2000;NATIONAL TOTAL;PM2.5;Gg;381.4762746
DK;2000;NATIONAL TOTAL;PM2.5;Gg;20.73385008
CY;2000;NATIONAL TOTAL;PM2.5;Gg;2.512917956
SK;2000;NATIONAL TOTAL;PM2.5;Gg;44.05849015
AM;2000;NATIONAL TOTAL;PM2.5;Gg;11.44038
IT;2000;NATIONAL TOTAL;PM2.5;Gg;202.2612748
RU;2000;NATIONAL TOTAL;PM2.5;Gg;394.8388948
RS;2000;NATIONAL TOTAL;PM2.5;Gg;40.02622586
BG;2000;NATIONAL TOTAL;PMcoarse;Gg;30.68654878
AST;2000;NATIONAL TOTAL;PMcoarse;Gg;495.7084309
MC;2000;NATIONAL TOTAL;PMcoarse;Gg;0.008685905
KG;2000;NATIONAL TOTAL;PMcoarse;Gg;18.89763713
SE;2000;NATIONAL TOTAL;PMcoarse;Gg;31.18929808
SI;2000;NATIONAL TOTAL;PMcoarse;Gg;3.688543218
MD;2000;NATIONAL TOTAL;PMcoarse;Gg;2.407452925
IS;2000;NATIONAL TOTAL;PMcoarse;Gg;1.792891903
TM;2000;NATIONAL TOTAL;PMcoarse;Gg;3.34958
AL;2000;NATIONAL TOTAL;PMcoarse;Gg;1.96544
HU;2000;NATIONAL TOTAL;PMcoarse;Gg;23.4150858
NOA;2000;NATIONAL TOTAL;PMcoarse;Gg;82.92435272
MK;2000;NATIONAL TOTAL;PMcoarse;Gg;13.52321995
LI;2000;NATIONAL TOTAL;PMcoarse;Gg;0.016861123
FR;2000;NATIONAL TOTAL;PMcoarse;Gg;107.4457387
SK;2000;NATIONAL TOTAL;PMcoarse;Gg;9.705365387
DK;2000;NATIONAL TOTAL;PMcoarse;Gg;11.88563034
NL;2000;NATIONAL TOTAL;PMcoarse;Gg;15.53113259
RS;2000;NATIONAL TOTAL;PMcoarse;Gg;14.09473034
CAS;2000;NATIONAL TOTAL;PMcoarse;Gg;0.106859977
ME;2000;NATIONAL TOTAL;PMcoarse;Gg;0.49654
CH;2000;NATIONAL TOTAL;PMcoarse;Gg;7.719658984
EE;2000;NATIONAL TOTAL;PMcoarse;Gg;16.4134484
PL;2000;NATIONAL TOTAL;PMcoarse;Gg;125.0267289
FI;2000;NATIONAL TOTAL;PMcoarse;Gg;16.60641206
AM;2000;NATIONAL TOTAL;PMcoarse;Gg;1.59123
HR;2000;NATIONAL TOTAL;PMcoarse;Gg;12.15009473
IE;2000;NATIONAL TOTAL;PMcoarse;Gg;12.91809045
BA;2000;NATIONAL TOTAL;PMcoarse;Gg;16.26848
LV;2000;NATIONAL TOTAL;PMcoarse;Gg;4.582304346
RO;2000;NATIONAL TOTAL;PMcoarse;Gg;32.93061047
BY;2000;NATIONAL TOTAL;PMcoarse;Gg;23.33582
TR;2000;NATIONAL TOTAL;PMcoarse;Gg;126.47439
NO;2000;NATIONAL TOTAL;PMcoarse;Gg;19.4105291
TJ;2000;NATIONAL TOTAL;PMcoarse;Gg;3.58571
LU;2000;NATIONAL TOTAL;PMcoarse;Gg;0.587817766
RUE;2000;NATIONAL TOTAL;PMcoarse;Gg;39.13508177
MT;2000;NATIONAL TOTAL;PMcoarse;Gg;0.398870742
GE;2000;NATIONAL TOTAL;PMcoarse;Gg;3.31462
AT;2000;NATIONAL TOTAL;PMcoarse;Gg;15.84358858
LT;2000;NATIONAL TOTAL;PMcoarse;Gg;14.98441264
ES;2000;NATIONAL TOTAL;PMcoarse;Gg;119.9306649
CY;2000;NATIONAL TOTAL;PMcoarse;Gg;2.451470466
PT;2000;NATIONAL TOTAL;PMcoarse;Gg;18.62419788
DE;2000;NATIONAL TOTAL;PMcoarse;Gg;131.0893136
KZ;2000;NATIONAL TOTAL;PMcoarse;Gg;123.82283
RU;2000;NATIONAL TOTAL;PMcoarse;Gg;468.1441638
AZ;2000;NATIONAL TOTAL;PMcoarse;Gg;4.75635
UZ;2000;NATIONAL TOTAL;PMcoarse;Gg;20.885
BE;2000;NATIONAL TOTAL;PMcoarse;Gg;18.55336171
GR;2000;NATIONAL TOTAL;PMcoarse;Gg;60.90373547
CZ;2000;NATIONAL TOTAL;PMcoarse;Gg;21.2772202
IT;2000;NATIONAL TOTAL;PMcoarse;Gg;95.21080993
UA;2000;NATIONAL TOTAL;PMcoarse;Gg;188.27636
GB;2000;NATIONAL TOTAL;PMcoarse;Gg;89.80492595
PT;2000;NATIONAL TOTAL;SOx;Gg;293.6580018
UA;2000;NATIONAL TOTAL;SOx;Gg;1472.60627
KZ;2000;NATIONAL TOTAL;SOx;Gg;893.95732
TR;2000;NATIONAL TOTAL;SOx;Gg;1825.2517
IT;2000;NATIONAL TOTAL;SOx;Gg;756.4538833
RO;2000;NATIONAL TOTAL;SOx;Gg;491.7921278
IS;2000;NATIONAL TOTAL;SOx;Gg;32.69490721
ME;2000;NATIONAL TOTAL;SOx;Gg;47.67587389
EE;2000;NATIONAL TOTAL;SOx;Gg;97.06549146
DE;2000;NATIONAL TOTAL;SOx;Gg;642.808201
BLS;2000;NATIONAL TOTAL;SOx;Gg;53.20913184
NL;2000;NATIONAL TOTAL;SOx;Gg;78.53802549
CY;2000;NATIONAL TOTAL;SOx;Gg;47.4166494
AZ;2000;NATIONAL TOTAL;SOx;Gg;214.45133
PL;2000;NATIONAL TOTAL;SOx;Gg;1298.281665
UZ;2000;NATIONAL TOTAL;SOx;Gg;341.54501
GE;2000;NATIONAL TOTAL;SOx;Gg;11.73603
ES;2000;NATIONAL TOTAL;SOx;Gg;1387.784716
LV;2000;NATIONAL TOTAL;SOx;Gg;17.76413243
KG;2000;NATIONAL TOTAL;SOx;Gg;24.97783
GB;2000;NATIONAL TOTAL;SOx;Gg;1293.288655
LT;2000;NATIONAL TOTAL;SOx;Gg;39.29632177
MC;2000;NATIONAL TOTAL;SOx;Gg;0.068851864
FI;2000;NATIONAL TOTAL;SOx;Gg;81.87647041
RU;2000;NATIONAL TOTAL;SOx;Gg;2203.745621
BA;2000;NATIONAL TOTAL;SOx;Gg;192.92111
IE;2000;NATIONAL TOTAL;SOx;Gg;144.6644829
DK;2000;NATIONAL TOTAL;SOx;Gg;32.41872235
LU;2000;NATIONAL TOTAL;SOx;Gg;3.58775322
HU;2000;NATIONAL TOTAL;SOx;Gg;427.3482047
CZ;2000;NATIONAL TOTAL;SOx;Gg;233.6946468
HR;2000;NATIONAL TOTAL;SOx;Gg;60.43067708
MD;2000;NATIONAL TOTAL;SOx;Gg;4.053609706
RUE;2000;NATIONAL TOTAL;SOx;Gg;847.8852607
TM;2000;NATIONAL TOTAL;SOx;Gg;71.35351
BY;2000;NATIONAL TOTAL;SOx;Gg;168.66488
SK;2000;NATIONAL TOTAL;SOx;Gg;118.635083
AT;2000;NATIONAL TOTAL;SOx;Gg;31.51945292
MED;2000;NATIONAL TOTAL;SOx;Gg;977.9116167
NOA;2000;NATIONAL TOTAL;SOx;Gg;790.1709566
BE;2000;NATIONAL TOTAL;SOx;Gg;170.6582199
AL;2000;NATIONAL TOTAL;SOx;Gg;8.8212
CH;2000;NATIONAL TOTAL;SOx;Gg;15.8855932
LI;2000;NATIONAL TOTAL;SOx;Gg;0.045519744
MT;2000;NATIONAL TOTAL;SOx;Gg;9.254594456
AM;2000;NATIONAL TOTAL;SOx;Gg;1.34786
NO;2000;NATIONAL TOTAL;SOx;Gg;26.83510103
BAS;2000;NATIONAL TOTAL;SOx;Gg;234.3128103
AST;2000;NATIONAL TOTAL;SOx;Gg;2840.91117
ATL;2000;NATIONAL TOTAL;SOx;Gg;590.3233319
FR;2000;NATIONAL TOTAL;SOx;Gg;616.1252656
SI;2000;NATIONAL TOTAL;SOx;Gg;93.08612474
CAS;2000;NATIONAL TOTAL;SOx;Gg;4.281160852
RS;2000;NATIONAL TOTAL;SOx;Gg;463.1218962
MK;2000;NATIONAL TOTAL;SOx;Gg;106.1771123
BG;2000;NATIONAL TOTAL;SOx;Gg;1097.264169
TJ;2000;NATIONAL TOTAL;SOx;Gg;6.67393
SE;2000;NATIONAL TOTAL;SOx;Gg;44.05287846
NOS;2000;NATIONAL TOTAL;SOx;Gg;443.715964
GR;2000;NATIONAL TOTAL;SOx;Gg;558.1960044
IE;2001;NATIONAL TOTAL;CO;Gg;330.6949583
AT;2001;NATIONAL TOTAL;CO;Gg;698.6411216
BA;2001;NATIONAL TOTAL;CO;Gg;266.113272
RU;2001;NATIONAL TOTAL;CO;Gg;10444.11878
BLS;2001;NATIONAL TOTAL;CO;Gg;6.863208713
SK;2001;NATIONAL TOTAL;CO;Gg;564.4293611
BE;2001;NATIONAL TOTAL;CO;Gg;924.7472174
UZ;2001;NATIONAL TOTAL;CO;Gg;1056.643036
RUE;2001;NATIONAL TOTAL;CO;Gg;1604.040336
LV;2001;NATIONAL TOTAL;CO;Gg;248.2800999
FI;2001;NATIONAL TOTAL;CO;Gg;596.0473689
LU;2001;NATIONAL TOTAL;CO;Gg;49.63487604
GR;2001;NATIONAL TOTAL;CO;Gg;1007.518257
